crop_id,scientific_name,soil_ph_absolute_max,soil_ph_absolute_min,soil_ph_optimal_max,soil_ph_optimal_max,rainfall_annual_optimal_max
3655,Bassia latifolia,7.5,5.0,7.0,7.0,1600.0
3659,Bauhinia esculenta,7.4,5.0,7.0,7.0,1200.0
3669,Bauhinia rufescens,8.0,5.0,7.5,7.5,1000.0
3673,Beckmannia eruciformis,7.5,5.5,7.2,7.2,1300.0
3697,Berchemia discolor,7.5,4.5,7.0,7.0,1000.0
3699,Bertholletia excelsa,8.0,4.5,7.0,7.0,2800.0
3712,Beta vulgaris var. crassa,8.3,5.0,6.8,6.8,1500.0
3713,Beta vulgaris var. flavescens,7.5,5.5,7.0,7.0,750.0
3722,Betula pubescens,8.0,4.0,7.5,7.5,900.0
3761,Borago officinalis,8.3,6.0,7.5,7.5,1000.0
3765,Borassus flabellifer,8.0,6.5,7.5,7.5,1500.0
3771,Borojoa patinoi,7.0,4.0,6.5,6.5,6000.0
3814,Brachiaria ramosa,8.0,6.5,7.5,7.5,800.0
3848,Brassica carinata,8.5,5.0,8.0,8.0,1500.0
3861,Brassica napus var. napobrassica,7.8,4.8,7.0,7.0,1000.0
3867,Brassica oleracea var. acephala,8.3,4.5,6.0,6.0,1000.0
3877,Brassica rapa Gaisin gr.,7.0,5.0,6.5,6.5,1400.0
3878,Brassica rapa Pak Choi,7.5,5.0,7.0,7.0,1400.0
3881,Brassica rapa var. rapifera,7.5,4.3,6.8,6.8,1400.0
3896,Bridelia micrantha,7.5,4.5,7.0,7.0,2500.0
3957,Buchanania latifolia,7.2,4.9,6.0,6.0,1500.0
3988,Butomus umbellatus,8.5,4.5,8.0,8.0,1000.0
4037,Calathea allouia,7.5,5.5,7.0,7.0,2000.0
4081,Caltha palustris,7.3,4.8,6.5,6.5,900.0
4089,Camellia sinensis var. assamica,6.0,4.0,5.5,5.5,4000.0
4090,Camellia sinensis var. sinensis,6.0,4.0,5.5,5.5,2000.0
4094,Campanula rapunculus,7.5,6.0,7.0,7.0,900.0
4111,Canarium ovatum,6.5,4.5,6.0,6.0,3000.0
4145,Capparis decidua,8.5,6.5,7.5,7.5,600.0
4159,Capparis spinosa,8.3,6.0,7.5,7.5,1000.0
4161,Capparis tomentosa,8.5,6.0,8.0,8.0,1000.0
4218,Carica pubescens,8.4,4.5,7.0,7.0,1700.0
4223,Carissa carandas,8.5,6.0,8.0,8.0,1400.0
4225,Carissa edulis,8.0,6.0,7.5,7.5,1300.0
4229,Carissa macrocarpa,8.0,5.0,6.5,6.5,1200.0
4256,Carum carvi,7.8,4.8,7.0,7.0,1000.0
4271,Caryocar nuciferum,7.0,5.5,6.5,6.5,2000.0
4273,Caryodendron orinocense,6.5,4.5,6.0,6.0,3000.0
4278,Caryota urens,8.0,5.5,7.5,7.5,2400.0
4281,Cassia auriculata,8.0,5.0,7.0,7.0,1600.0
4305,Cassia tomentosa,7.0,5.0,6.5,6.5,1500.0
4312,Castanea crenata,7.0,5.0,6.0,6.0,1500.0
4313,Castanea dentata,7.5,5.5,7.0,7.0,1100.0
4314,Castanea mollissima,7.5,5.0,6.5,6.5,1400.0
4315,Castanea pumila,7.0,5.0,6.0,6.0,1300.0
4341,Casuarina glauca,8.0,4.0,7.0,7.0,1300.0
4414,Cephaelis ipecacuanha,6.5,4.5,6.0,6.0,1700.0
4426,Ceratonia siliqua,9.0,5.0,7.5,7.5,1000.0
4435,Ceriops tagal,7.5,6.5,7.2,7.2,3000.0
4465,Chamaedorea sp.,6.5,4.5,6.0,6.0,3000.0
4466,Chamaedorea tepejilote,8.0,6.0,7.5,7.5,2500.0
4481,Chenopodium album ssp. album,8.2,4.2,7.0,7.0,1200.0
4494,Chenopodium pallidicaule,8.5,4.8,7.5,7.5,800.0
4509,Chlorogalum pomeridianum,8.0,6.0,7.5,7.5,700.0
4524,Chrysanthemum coronarium var. coronarium,7.3,5.3,6.5,6.5,1300.0
4538,Chrysophyllum albidum,7.0,4.5,6.5,6.5,2000.0
4617,Citrofortunella x microcarpa,7.0,5.5,6.5,6.5,2000.0
4618,Citrullus colocynthis,8.0,4.0,7.5,7.5,500.0
4626,Citrus deliciosa,7.0,5.0,6.2,6.2,1500.0
4631,Citrus latifolia,7.5,5.0,6.5,6.5,1500.0
4635,Citrus madurensis,7.5,5.0,7.0,7.0,2000.0
4646,Citrus unshiu,8.0,5.0,6.5,6.5,1500.0
4659,Clausena lansium,6.5,4.5,6.0,6.0,3000.0
4704,Cnidoscolus chayamansa,7.5,4.5,6.5,6.5,2000.0
4744,Cola acuminata,6.8,4.3,6.0,6.0,3000.0
4755,Cola nitida,7.0,4.3,6.0,6.0,2500.0
4768,Coleus parviflorus,7.0,5.0,6.5,6.5,1700.0
4772,Colocasia esculenta var. antiquorum,8.0,4.5,6.5,6.5,2000.0
4779,Colophospermum mopane,8.5,5.0,7.5,7.5,500.0
4804,Commiphora africana,8.0,5.5,7.5,7.5,800.0
4854,Cordeauxia edulis,8.4,6.0,7.5,7.5,400.0
4855,Cordia africana,7.0,4.5,6.0,6.0,1500.0
4873,Cornus canadensis,7.7,3.9,7.5,7.5,1250.0
4893,Corylus colurna var. colurna,8.0,6.0,7.3,7.3,1100.0
4899,Corylus maxima,7.5,5.5,6.5,6.5,1200.0
4916,Coula edulis,7.0,4.5,6.5,6.5,2000.0
4926,Crambe maritima,8.0,6.0,7.5,7.5,1000.0
4999,Cryptotaenia japonica,8.0,4.5,7.5,7.5,3000.0
5008,Cucumis anguria,8.3,5.5,7.5,7.5,1000.0
5032,Cucurbita ficifolia,8.3,5.3,7.5,7.5,1200.0
5033,Cucurbita foetidissima,8.5,5.5,7.0,7.0,600.0
5035,Cucurbita mixta,7.5,5.0,6.8,6.8,1600.0
5042,Cullenia rosayroana,7.0,4.5,6.0,6.0,4000.0
5066,Curcuma zedoaria,7.5,5.0,6.5,6.5,1500.0
5117,Cydonia oblonga,7.0,5.5,6.5,6.5,900.0
5138,Cynara cardunculus,7.5,5.0,7.0,7.0,800.0
5148,Cynometra cauliflora,6.5,4.5,6.0,6.0,2000.0
5158,Cyperus esculentus,7.5,4.5,7.0,7.0,1000.0
5163,Cyperus longus,8.0,5.0,7.5,7.5,900.0
5181,Dacryodes edulis,8.0,4.0,6.5,6.5,3000.0
5232,Dendrocalamus asper,7.0,4.5,6.5,6.5,3600.0
5233,Dendrocalamus hamiltonii,6.5,4.5,6.0,6.0,3600.0
5235,Dendrocalamus longispathus,7.0,4.5,6.0,6.0,3600.0
5236,Dendrocalamus merrillianus,7.0,4.5,6.5,6.5,3000.0
5238,Dendrocalamus strictus,6.5,4.0,5.5,5.5,3600.0
5275,Dialium guineense,7.5,5.0,7.0,7.0,1800.0
5302,Dichrostachys cinerea,8.5,4.5,8.0,8.0,500.0
5329,Digitaria exilis,7.1,4.5,6.5,6.5,1600.0
5343,Dillenia pentagyna,7.1,4.5,6.5,6.5,3000.0
5349,Dimocarpus longan var. longan,8.0,5.0,6.0,6.0,2000.0
5350,Dimocarpus longan var. malesianus,6.5,4.5,6.0,6.0,4000.0
5369,Dioscorea cayenensis,8.0,5.3,6.7,6.7,1900.0
5382,Dioscorea dumetorum,8.5,4.8,6.5,6.5,1700.0
5387,Dioscorea floribunda,7.2,5.8,6.5,6.5,1200.0
5408,Dioscorea opposita,8.5,5.3,6.7,6.7,2600.0
5429,Dioscorea trifida,8.0,5.3,6.7,6.7,2600.0
5464,Diospyros malabarica,7.5,5.0,7.0,7.0,2500.0
5465,Diospyros melanoxylon,7.5,5.0,7.0,7.0,1200.0
5466,Diospyros mespiliformis,7.0,5.0,6.5,6.5,1300.0
5474,Diospyros virginiana,8.0,5.8,7.0,7.0,1400.0
5521,Dobera glabra,8.5,5.5,8.0,8.0,600.0
5534,Dovyalis caffra,7.0,5.0,6.5,6.5,1100.0
5536,Dovyalis hebecarpa,8.0,5.8,7.5,7.5,1800.0
5597,Echinochloa frumentacea,7.2,4.8,6.5,6.5,750.0
5622,Eichhornia crassipes,8.0,5.0,7.3,7.3,3000.0
5632,Elaeis oleifera,7.3,5.0,6.5,6.5,2500.0
5657,Eleusine coracana ssp. coracana,8.2,5.5,7.0,7.0,1100.0
5664,Elymus condensatus,8.0,5.5,7.0,7.0,800.0
5700,Ensete ventricosum,7.5,5.0,7.3,7.3,1500.0
5706,Enterolobium cyclocarpum,8.5,4.0,8.0,8.0,2500.0
5728,Eragrostis cilianensis,8.0,6.0,7.5,7.5,700.0
5746,Eragrostis tef,8.2,5.0,6.5,6.5,1200.0
5794,Eruca sativa,8.5,6.0,8.0,8.0,900.0
5805,Erythrina edulis,8.0,4.5,7.0,7.0,1500.0
5967,Eugenia dombeyi,7.5,4.5,6.5,6.5,2500.0
5995,Eugenia stipitata,6.5,4.5,6.0,6.0,3500.0
6001,Eugenia uniflora,8.5,4.0,7.5,7.5,2000.0
6002,Eugenia uvalha,8.0,5.0,7.0,7.0,600.0
6051,Euterpe chaunostachys,7.0,4.5,6.0,6.0,6000.0
6052,Euterpe edulis,5.6,4.1,5.0,5.0,2500.0
6054,Euterpe oleracea,6.5,4.5,5.5,5.5,2300.0
6075,Fagopyrum emarginatum,7.0,4.5,6.5,6.5,900.0
6076,Fagopyrum tataricum,7.0,5.0,6.5,6.5,900.0
6078,Fagus grandifolia,7.0,4.1,6.0,6.0,1100.0
6080,Fagus sylvatica ssp. sylvatica,8.2,4.0,7.0,7.0,1000.0
6082,Faidherbia albida,7.5,5.0,7.0,7.0,1000.0
6114,Ficus abutilifolia,7.0,5.5,6.5,6.5,2500.0
6149,Ficus glumosa,7.5,5.0,7.0,7.0,1200.0
6199,Ficus sycomorus,7.5,5.0,7.0,7.0,1800.0
6212,Ficus vogelii,5.5,4.0,5.0,5.0,2400.0
6252,Fortunella hindsii,8.0,6.0,7.5,7.5,1500.0
6256,Fragaria chiloensis,7.3,5.0,6.5,6.5,1300.0
6262,Fragaria virginiana,7.5,5.0,7.0,7.0,1200.0
6353,Garcinia multiflora,8.0,6.5,7.5,7.5,1800.0
6384,Garuga pinnata,8.0,5.5,7.0,7.0,2000.0
6397,Genipa americana,8.0,5.0,7.0,7.0,1700.0
6401,Genista tinctoria,7.5,4.5,6.5,6.5,900.0
6458,Glyceria fluitans,8.5,4.0,8.0,8.0,900.0
6500,Gracilaria tenuistipitata,8.0,6.0,7.5,7.5,3000.0
6502,Gracilaria verrucosa,8.5,7.0,8.0,8.0,3000.0
6520,Grewia asiatica,8.0,5.5,7.5,7.5,2900.0
6523,Grewia bicolor,7.5,5.0,7.0,7.0,900.0
6551,Grewia tiliifolia,7.0,5.5,6.5,6.5,2500.0
6562,Guazuma ulmifolia,7.5,5.5,7.0,7.0,1500.0
6567,Guizotia abyssinica,7.5,5.0,6.5,6.5,1300.0
6569,Gunnera tinctoria,7.5,5.0,7.0,7.0,2000.0
6708,Hibiscus sabdariffa var. sabdariffa,8.5,4.5,7.0,7.0,3000.0
6732,Hippophae rhamnoides,8.0,6.0,7.5,7.5,600.0
6733,Hippophae salicifolia,8.0,6.0,7.5,7.5,600.0
6754,Hordeum bulbosum,8.2,4.8,7.0,7.0,600.0
6779,Humulus lupulus,8.0,5.0,6.5,6.5,700.0
6809,Hymenaea courbaril,7.5,4.5,6.8,6.8,3000.0
6837,Hyphaene thebaica,8.5,6.0,7.5,7.5,600.0
6893,Inga feuillei,8.0,4.0,6.5,6.5,2700.0
6896,Inga vera,8.5,5.5,8.0,8.0,3000.0
6958,Irvingia gabonensis,7.5,4.5,7.0,7.0,3000.0
7000,Jessenia bataua,6.5,4.3,5.5,5.5,4000.0
7010,Juglans hindsii,8.3,5.8,7.5,7.5,900.0
7013,Juglans nigra,8.3,5.8,7.5,7.5,1000.0
7014,Juglans sieboldiana,8.3,5.5,7.0,7.0,1000.0
7056,Kerstingiella geocarpa,8.0,6.0,7.5,7.5,1200.0
7081,Lactuca indica,6.5,4.5,6.0,6.0,2500.0
7164,Lathyrus sativus,8.3,4.5,7.5,7.5,1300.0
7208,Lemuropisum edule,8.5,6.0,8.0,8.0,500.0
7209,Lens culinaris,8.2,4.5,7.5,7.5,1000.0
7220,Lepidium meyenii,8.5,6.0,7.5,7.5,800.0
7227,Lepidium sativum,7.5,5.5,7.0,7.0,1800.0
7277,Levisticum officinale,7.8,5.0,7.0,7.0,1200.0
7364,Livistona australis,7.5,5.0,7.0,7.0,1100.0
7412,Lotus edulis,8.0,6.0,7.5,7.5,700.0
7431,Lupinus albus,8.2,4.8,6.4,6.4,1000.0
7434,Lupinus luteus,8.0,4.5,7.0,7.0,1000.0
7435,Lupinus mutabilis,7.0,4.5,6.5,6.5,1000.0
7444,Lycium chinense,8.0,5.0,7.5,7.5,1500.0
7557,Malva moschata,8.5,6.5,8.0,8.0,1500.0
7605,Manilkara zapota,8.5,5.5,7.0,7.0,1500.0
7618,Marrubium vulgare,8.3,4.5,7.5,7.5,1000.0
7637,Matricaria recutita,7.0,5.0,6.5,6.5,1000.0
7639,Mauritia flexuosa,5.5,3.5,5.0,5.0,4500.0
7695,Melocanna baccifera,7.0,5.0,6.5,6.5,3000.0
7710,Mentha spicata var. crispa,8.3,4.5,6.5,6.5,1200.0
7736,Mesua ferrea,6.9,4.3,5.5,5.5,4000.0
7769,Miliusa velutina,7.5,5.5,7.0,7.0,2000.0
7795,Momordica charantia,8.0,4.5,6.5,6.5,2500.0
7797,Momordica cochinchinensis,7.5,6.0,7.0,7.0,2500.0
7813,Monstera deliciosa,7.5,5.0,6.0,6.0,2000.0
7829,Morus rubra,8.0,5.0,7.0,7.0,1200.0
7832,Mucuna pruriens,8.0,4.0,7.0,7.0,2000.0
7848,Musa acuminata,8.4,4.0,7.5,7.5,3600.0
7849,Musa acuminata x balbisiana,8.0,4.5,6.5,6.5,2400.0
7852,Musa halabanensis,7.5,4.5,7.0,7.0,3000.0
7856,Musa salaccensis,7.5,4.5,7.0,7.0,3000.0
7874,Myrciaria cauliflora,8.0,4.5,7.5,7.5,1500.0
7944,Nepeta cataria,7.5,4.9,6.5,6.5,1000.0
7964,Neptunia prostrata,7.0,4.5,6.5,6.5,2000.0
8001,Nuphar advena,8.0,4.5,7.5,7.5,1500.0
8002,Nuphar lutea,8.0,6.0,7.5,7.5,1400.0
8039,Octomeles sumatrana,6.5,4.0,5.5,5.5,4000.0
8058,Olea africana,8.5,6.0,7.5,7.5,1000.0
8076,Oncosperma tigillarium,7.0,5.5,6.5,6.5,3000.0
8094,Opuntia ficus-indica,8.2,6.5,7.5,7.5,1300.0
8108,Orbignya cohume,7.8,4.5,7.3,7.3,2500.0
8138,Oryza glaberrima,9.0,4.3,7.0,7.0,1500.0
8143,Oryza sativa ssp. indica,9.0,3.5,8.0,8.0,2000.0
8144,Oryza sativa ssp. javanica,9.0,4.5,7.0,7.0,2000.0
8207,Pachystela msolo,7.5,5.0,7.0,7.0,1750.0
8245,Pandanus julianettii,5.6,3.5,5.5,5.5,3500.0
8280,Panicum miliaceum,8.2,5.2,6.5,6.5,750.0
8281,Panicum obtusum,7.2,4.9,6.6,6.6,1500.0
8286,Panicum sumatrense,7.0,5.0,6.2,6.2,500.0
8296,Papaver somniferum,8.3,6.0,7.5,7.5,1200.0
8309,Parinari curatellifolia,7.5,5.0,7.0,7.0,1000.0
8323,Parkia biglobosa,6.0,4.0,5.5,5.5,800.0
8328,Parkia speciosa,7.5,5.0,7.0,7.0,2000.0
8368,Passiflora edulis var. edulis,8.0,5.0,7.5,7.5,1500.0
8386,Paullinia cupana,6.5,3.5,5.5,5.5,2500.0
8409,Peltandra virginica,9.5,3.0,8.0,8.0,1500.0
8418,Pennisetum glaucum,8.3,4.5,6.5,6.5,900.0
8432,Pentaclethra macrophylla,6.5,4.0,5.5,5.5,2200.0
8466,Persoonia falcata,6.5,4.5,6.0,6.0,1400.0
8488,Phalaris arundinacea,8.2,4.5,7.0,7.0,1500.0
8524,Phoenix reclinata,7.5,5.0,7.0,7.0,3000.0
8526,Phoenix sylvestris,8.0,5.0,7.5,7.5,700.0
8532,Phragmites australis,8.2,4.8,6.5,6.5,1000.0
8537,Emblica officinalis,8.5,5.0,8.0,8.0,2500.0
8556,Physalis philadelphica,8.0,5.0,7.0,7.0,1000.0
8565,Phytolacca acinosa,8.0,5.0,7.5,7.5,900.0
8632,Pinus gerardiana,7.5,5.5,7.0,7.0,650.0
8647,Pinus pinea,6.5,4.0,5.5,5.5,700.0
8700,Pithecellobium dulce,7.5,4.5,6.5,6.5,3000.0
8753,Plectranthus esculentus,7.5,6.0,7.0,7.0,1100.0
8785,Podocarpus elatus,7.5,4.5,6.5,6.5,1500.0
8852,Polymnia sonchifolia,7.0,5.0,6.5,6.5,1200.0
8882,Portulaca quadrifida L.,7.5,4.5,6.5,6.5,2000.0
8912,Pouteria lucuma,8.5,6.0,7.5,7.5,1500.0
8917,Pouteria sapota,7.0,5.0,6.5,6.5,3300.0
8946,Prosopis chilensis,8.5,6.0,7.5,7.5,500.0
8951,Prosopis juliflora,8.5,5.5,7.5,7.5,750.0
8953,Prosopis pallida,6.7,5.0,6.0,6.0,1000.0
8958,Prosopis tamarugo,8.5,6.5,8.0,8.0,250.0
8965,Prunus avium,7.0,4.5,6.5,6.5,900.0
8967,Prunus capuli,7.5,5.0,6.5,6.5,1800.0
8970,Prunus cerasus,7.5,4.5,6.5,6.5,1600.0
8983,Prunus mume,7.0,4.5,6.5,6.5,1000.0
8992,Prunus salicina,7.5,4.5,6.5,6.5,900.0
9018,Psidium friedrichsthalianum,7.7,6.0,7.2,7.2,1600.0
9042,Pterocarpus dalbergioides,7.5,5.0,6.5,6.5,3500.0
9044,Pterocarpus lucens,7.5,5.0,7.0,7.0,700.0
9086,Pyrus pyrifolia,7.0,5.0,6.5,6.5,900.0
9096,Quercus agrifolia,7.0,5.0,6.5,6.5,1000.0
9097,Quercus alba,8.0,5.0,7.0,7.0,1300.0
9168,Raphanus caudatus,7.5,5.0,6.5,6.5,1500.0
9213,Rhamnus prinoides,7.0,5.0,6.5,6.5,1000.0
9279,Ribes hirtellum,8.0,5.5,7.5,7.5,1200.0
9282,Ribes nigrum,8.0,6.0,7.5,7.5,900.0
9285,Ribes rubrum,8.0,6.0,7.5,7.5,1200.0
9287,Ribes sativum,7.5,5.5,6.5,6.5,800.0
9290,Ribes uva-crispa,7.5,5.0,7.0,7.0,1300.0
9291,Ricinodendron heudelotii,7.0,5.0,6.5,6.5,4000.0
9292,Ricinodendron rautanenii,8.5,6.0,8.0,8.0,800.0
9373,Rubus occidentalis,7.8,5.5,7.0,7.0,1100.0
9374,Rubus occidentalis x idaeus,7.5,5.5,7.0,7.0,1100.0
9432,Saccharum barberi,7.5,4.5,6.0,6.0,1500.0
9434,Saccharum sinense,7.5,4.5,6.0,6.0,1500.0
9441,Sagittaria sagittifolia,8.2,5.5,7.5,7.5,1200.0
9449,Salacca wallichiana,6.5,4.5,6.0,6.0,3000.0
9450,Salacca zalacca,6.5,4.5,6.0,6.0,3100.0
9506,Salvadora persica,8.5,6.5,8.0,8.0,700.0
9527,Sambucus canadensis,7.3,5.3,6.5,6.5,1200.0
9528,Sambucus cerulea,7.8,5.5,7.0,7.0,1500.0
9545,Santalum acuminatum,8.5,6.5,8.0,8.0,400.0
9546,Santalum album,9.0,5.0,7.0,7.0,1400.0
9593,Sauropus androgynus,7.5,5.5,7.0,7.0,1200.0
9621,Schleichera oleosa,7.8,5.0,6.5,6.5,2300.0
9639,Scirpus lacustris,7.5,5.5,7.0,7.0,1200.0
9645,Sclerocarya caffra,7.5,5.0,6.5,6.5,1200.0
9712,Sesbania bispinosa,9.9,4.3,7.0,7.0,1200.0
9722,Sesbania sesban,9.9,4.0,7.0,7.0,2000.0
9732,Setaria italica,8.3,5.5,6.8,6.8,700.0
9747,Shorea robusta,7.5,4.5,6.7,6.7,3500.0
9785,Simarouba glauca,8.5,5.5,8.0,8.0,3000.0
9786,Simmondsia chinensis,8.2,5.0,7.5,7.5,800.0
9787,Sinapis alba,8.5,5.5,7.5,7.5,1100.0
9825,Solanum aethiopicum,8.5,4.3,7.0,7.0,1600.0
9863,Solanum hyporhodium,7.5,6.5,7.2,7.2,1100.0
9864,Solanum incanum,8.0,6.0,7.5,7.5,1000.0
9868,Solanum oleraceum,8.5,4.3,7.5,7.5,1600.0
9878,Solanum macrocarpon,8.5,4.3,7.5,7.5,1000.0
9916,Solanum x juzepczukii,7.5,5.5,7.0,7.0,1200.0
9922,Solenostemon rotundifolius,8.0,5.5,7.5,7.5,2600.0
9942,Sorbus domestica,8.5,5.5,8.0,8.0,1500.0
10000,Sphenostylis stenocarpa,7.0,4.5,6.0,6.0,1200.0
10015,Spondias purpurea,8.0,5.5,7.0,7.0,1100.0
10030,Stachys affinis,7.0,5.5,6.5,6.5,900.0
10126,Strychnos cocculoides,8.0,4.5,7.5,7.5,1200.0
10130,Strychnos innocua,7.0,5.0,6.5,6.5,900.0
10135,Strychnos spinosa,7.5,4.5,7.0,7.0,1000.0
10207,Syzygium cordatum,7.5,5.0,7.0,7.0,1200.0
10223,Syzygium guineense,7.5,5.0,7.0,7.0,2300.0
10291,Taraxacum officinale,8.3,4.5,6.5,6.5,1000.0
10307,Telfairia occidentalis,7.0,4.5,6.0,6.0,2200.0
10308,Telfairia pedata,7.0,5.0,6.0,6.0,2000.0
10319,Teramnus labialis,9.0,5.0,8.0,8.0,1500.0
10370,Tetragonia tetragonioides,7.5,6.0,7.0,7.0,1200.0
10391,Theobroma bicolor,8.5,4.5,6.0,6.0,2000.0
10394,Theobroma grandiflorum,8.5,4.5,6.5,6.5,2400.0
10458,Toona ciliata,7.5,4.5,6.5,6.5,3000.0
10554,Trigonella foenum-graecum,8.2,5.3,7.5,7.5,800.0
10579,Triticum compactum,8.3,5.5,7.5,7.5,900.0
10581,Triticum dicoccon,8.3,5.0,6.8,6.8,900.0
10582,Triticum durum,8.5,5.5,7.0,7.0,700.0
10591,Triticum spelta,8.3,5.0,7.5,7.5,1000.0
10626,Tylosema esculentum,7.5,5.0,7.0,7.0,600.0
10628,Typha angustifolia,8.5,4.0,8.0,8.0,1500.0
10631,Typha domingensis,8.0,6.0,7.5,7.5,1400.0
10633,Typha latifolia,8.0,3.7,7.5,7.5,1500.0
10644,Uapaca kirkiana,6.5,4.0,6.0,6.0,1500.0
10679,Urtica dioica,9.0,6.5,8.5,8.5,2000.0
10700,Vaccinium angustifolium,6.6,2.8,5.2,5.2,900.0
10704,Vaccinium corymbosum,5.5,3.0,5.0,5.0,1100.0
10711,Vaccinium macrocarpon,6.0,4.5,5.5,5.5,1000.0
10714,Vaccinium myrtillus,7.5,4.0,6.0,6.0,700.0
10733,Vangueria infausta,7.5,5.0,7.0,7.0,1200.0
10734,Vangueria madagascariensis,7.5,5.0,7.0,7.0,1500.0
10763,Vernonia amygdalina,7.5,5.0,7.0,7.0,2000.0
10808,Vicia monantha,7.5,5.5,7.0,7.0,700.0
10830,Vigna subterranea,7.0,4.3,6.5,6.5,1400.0
10834,Vigna unguiculata ssp. sesquipedalis,7.5,4.3,7.0,7.0,2000.0
10835,Vigna unguiculata ssp. unguiculata,8.8,4.3,7.5,7.5,1500.0
10836,Vigna vexillata,8.0,4.5,6.5,6.5,2100.0
10862,Vitellaria paradoxa,8.0,5.5,7.0,7.0,1000.0
10874,Vitex doniana,7.5,5.0,7.0,7.0,2000.0
10880,Vitex keniensis,7.5,5.0,7.0,7.0,2200.0
10895,Vitis labrusca,7.5,4.9,6.5,6.5,1100.0
10900,Vitis rotundifolia,8.0,5.8,7.0,7.0,1600.0
10914,Warburgia ugandensis,7.0,5.0,6.5,6.5,1500.0
10941,Xanthosoma brasiliense,6.5,4.5,6.0,6.0,3000.0
10967,Yucca elephantipes,7.3,4.5,6.0,6.0,1600.0
10981,Zea mays ssp. saccharata,7.5,4.5,6.8,6.8,1500.0
10982,Euchlaena mexicana,8.5,5.0,7.0,7.0,1250.0
10994,Zizania latifolia,7.0,4.5,6.0,6.0,2500.0
11001,Ziziphus mucronata,9.0,5.0,8.0,8.0,800.0
11015,Zostera marina,7.5,6.5,7.2,7.2,1500.0
11029,Asimina triloba,7.5,5.2,7.2,7.2,1200.0
11291,Raphanus sativus var. radicula,8.3,5.2,7.0,7.0,1000.0
